Index,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP,Class
64,0,0,1,0,0,0,0,0,0,0,0
65,0,1,0,0,0,0,0,0,1,5,1
66,0,0,0,0,0,0,0,0,1,4,1
67,0,0,0,0,0,0,0,0,1,0,1
68,0,0,0,0,0,0,0,0,1,0,1
69,0,0,1,0,0,0,1,0,1,0,1
70,0,0,1,0,1,0,1,0,0,0,1
71,0,0,0,0,0,1,0,0,1,0,0
72,0,0,1,1,0,0,0,0,1,0,0
73,0,0,0,0,0,0,0,0,1,0,1
74,0,0,1,0,0,0,0,0,1,0,1
75,0,0,1,0,1,0,0,0,0,0,1
76,0,1,0,0,0,0,0,0,1,5,1
77,0,0,0,0,0,0,0,0,1,0,1
78,0,0,1,0,0,0,0,0,1,0,0
79,0,0,1,0,0,0,0,0,1,0,0
80,0,0,1,0,0,1,1,0,0,0,0
81,0,0,1,1,0,1,0,0,1,0,0
82,0,0,0,0,0,0,0,0,1,0,0
83,0,0,1,1,0,0,0,0,0,0,0
84,0,0,1,1,0,1,2,0,0,0,0
85,0,0,1,0,0,0,1,0,0,0,0
86,0,0,1,1,0,0,1,0,0,0,0
87,0,0,1,0,0,1,0,0,1,0,0
88,0,0,0,0,0,0,0,0,1,0,1
89,0,0,0,0,0,1,1,1,1,0,0
90,0,0,0,1,0,1,0,0,0,0,0
91,0,0,0,0,0,0,0,0,1,0,0
92,0,0,1,0,0,0,1,0,1,0,0
93,0,0,0,0,1,1,0,2,0,0,0
94,0,0,0,0,0,1,0,1,0,0,0
95,0,0,1,1,0,1,0,0,1,0,0
96,0,0,0,0,0,0,0,0,0,2,1
97,0,0,0,1,0,1,0,0,0,0,0
98,0,0,1,1,0,0,0,0,1,0,1
99,0,0,0,0,1,0,0,0,0,0,0
100,0,0,1,0,0,1,0,0,1,0,0
101,0,0,1,0,3,0,1,0,0,2,0
102,0,0,1,0,0,0,1,0,1,0,0
103,0,0,1,0,0,1,0,0,1,0,0
104,0,0,1,0,0,0,2,0,0,0,0
105,0,0,1,1,0,0,0,0,1,0,0
106,0,0,0,0,0,1,1,1,0,0,0
107,0,0,0,0,0,1,1,0,0,0,0
108,0,0,1,0,0,1,0,0,1,0,0
109,0,0,0,1,0,0,0,0,0,0,0
110,0,0,1,1,0,1,0,0,1,0,0
111,0,0,1,1,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0
113,0,0,1,0,0,1,1,0,0,0,0
114,0,0,1,1,0,1,0,0,0,0,0
115,0,0,0,0,1,0,0,0,0,0,0
116,0,0,0,0,1,0,0,0,0,0,0
117,0,0,0,0,1,0,0,0,0,0,1
118,0,0,0,1,0,1,0,0,1,0,1
119,0,0,1,0,0,1,0,0,0,0,0
120,0,0,0,1,0,1,0,0,0,0,0
121,0,0,0,0,0,0,0,0,1,0,0
122,0,0,0,0,0,1,0,1,0,0,0
123,0,0,0,0,0,1,0,1,1,0,0
124,0,0,0,0,0,1,0,1,1,0,0
125,0,0,0,0,0,0,2,0,0,0,0
126,0,0,0,1,0,0,1,0,0,0,0
127,0,0,1,1,0,1,0,0,0,0,0
128,0,0,0,1,0,0,1,0,0,0,0
129,0,0,1,1,0,0,0,0,0,0,0
130,0,0,0,0,1,0,1,0,0,0,0
131,0,0,0,0,1,0,1,0,0,0,0
132,0,0,0,0,0,0,0,0,1,0,0
133,0,0,1,0,0,1,0,0,1,0,0
134,0,0,1,1,0,1,0,0,0,0,0
135,0,0,0,0,1,0,1,0,0,0,0
136,0,0,1,1,0,0,1,0,0,0,0
137,0,0,0,1,0,0,0,0,0,0,0
138,0,0,1,1,0,1,0,0,0,0,0
139,0,0,1,1,0,1,0,0,0,0,0
140,0,0,0,1,0,0,0,0,0,0,0
141,0,0,1,1,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,1,0,0
143,0,0,1,1,0,0,0,0,0,0,0
144,0,0,1,1,0,0,0,0,1,0,0
145,0,0,1,1,0,0,0,0,0,0,0
146,0,0,0,1,0,0,0,0,0,0,1
147,0,0,0,0,1,0,0,0,0,0,0
148,0,0,1,1,0,0,0,0,1,0,0
149,0,0,1,1,0,0,0,0,0,0,1
150,0,0,1,0,0,0,1,0,1,0,0
151,0,0,1,1,0,0,0,0,1,0,0
152,0,0,0,1,1,1,0,0,0,0,0
153,0,0,0,0,1,0,1,0,0,0,0
154,0,0,1,1,0,1,0,0,0,0,0
155,0,0,1,0,0,1,0,0,1,0,0
156,0,0,0,0,0,1,0,0,1,0,0
157,0,0,0,0,0,0,0,0,1,0,0
158,0,0,1,1,0,0,0,0,1,0,0
159,0,0,1,1,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,1,0,0
161,0,0,1,0,1,1,0,0,1,0,0
162,0,0,1,1,0,1,0,0,1,0,0
163,0,0,0,0,0,1,0,1,0,0,0
164,0,0,0,1,0,0,0,0,0,0,0
165,0,0,1,1,0,1,0,0,0,0,0
166,0,0,1,1,0,0,0,0,0,0,0
167,0,0,1,1,0,1,0,0,0,0,0
168,0,0,0,1,0,0,0,0,1,0,1
169,0,0,1,1,0,1,0,0,0,0,0
170,0,0,1,1,0,0,1,0,0,0,0
171,0,1,1,0,0,0,1,0,0,0,0
172,0,0,1,1,1,1,0,0,1,0,1
173,0,0,1,0,1,0,0,0,1,0,1
174,0,0,1,1,0,0,0,0,1,0,1
175,0,1,1,0,0,0,1,0,1,0,1
176,0,0,1,0,0,0,1,0,1,0,1
177,0,1,1,0,1,0,1,0,1,0,0
178,0,0,1,0,1,1,1,0,1,0,0
179,0,0,0,0,0,1,0,0,1,0,1
180,0,1,0,0,1,0,0,0,0,0,0
181,2,0,0,0,1,0,0,0,0,0,0
182,1,0,0,1,0,1,0,0,0,0,0
183,1,0,0,3,0,0,0,0,2,0,0
184,0,0,0,1,0,1,0,0,1,0,0
185,0,0,0,0,1,1,0,1,1,0,0
186,0,0,0,0,1,0,0,0,0,5,1
187,0,0,0,1,0,1,0,0,1,0,0
188,0,0,0,1,0,1,0,0,1,0,1
189,0,0,1,0,1,1,0,0,0,0,0
190,0,0,0,1,0,1,0,0,1,1,1
191,0,0,0,1,0,0,0,0,1,0,1
192,0,0,1,0,0,1,0,0,1,0,0
193,1,1,0,0,0,0,0,0,0,0,0
194,0,0,1,0,1,1,1,0,0,0,0
195,1,0,0,1,0,0,0,0,1,0,0
196,0,0,0,1,0,1,0,0,1,0,0
197,2,1,0,1,1,1,0,0,0,0,0
198,1,1,0,0,0,0,0,0,1,0,0
199,0,0,0,1,0,0,0,0,1,0,0
200,0,0,0,1,1,0,0,0,4,2,0
201,0,0,1,1,0,1,0,0,1,0,0
202,0,0,0,0,0,0,0,0,1,1,1
203,0,0,0,0,0,0,0,0,1,0,1
204,1,0,0,3,2,1,0,0,1,0,0
205,0,0,0,1,0,1,0,0,0,0,1
206,0,0,1,0,0,1,1,0,0,0,0
207,0,0,0,1,0,0,0,0,0,0,0
208,0,0,0,0,1,1,1,0,0,0,1
209,0,0,1,0,1,1,0,0,0,0,1
210,0,0,0,0,1,0,0,0,0,0,1
211,0,0,0,0,1,0,0,0,0,0,1
212,0,0,0,0,0,0,0,0,1,0,1
213,1,0,0,0,0,0,0,0,1,0,1
214,1,0,0,1,0,1,0,0,0,0,0
215,3,0,0,4,2,0,0,0,1,0,0
216,0,0,0,0,1,0,0,0,1,0,1
217,0,0,0,0,0,0,0,0,1,0,1
218,0,0,0,0,0,0,0,0,0,1,0
219,0,0,1,1,0,1,0,0,1,0,0
220,0,0,0,0,0,0,0,0,1,0,0
221,0,0,1,1,0,1,0,0,0,0,0
222,0,1,0,0,0,0,0,0,0,0,0
223,1,0,0,1,0,1,0,0,0,0,0
224,1,0,0,3,2,0,0,0,2,0,0
225,0,0,0,0,0,0,0,0,0,1,0
226,0,0,0,0,1,1,1,0,0,0,0
227,0,0,1,0,0,1,0,0,1,0,1
228,0,0,1,0,1,1,0,0,0,0,0
229,0,0,1,1,0,0,0,0,1,0,1
230,0,0,2,1,0,1,0,0,1,0,1
231,0,0,1,1,0,0,0,0,1,0,1
232,0,0,1,1,0,0,0,0,1,0,1
233,0,0,2,1,0,0,0,0,1,0,1
234,0,0,1,0,0,0,0,0,1,0,1
235,0,0,1,1,0,0,0,0,1,0,1
236,1,0,0,1,0,0,0,0,1,0,1
237,0,0,1,1,1,1,0,0,0,0,1
238,1,0,1,1,0,1,0,0,1,0,1
239,1,0,0,1,0,0,0,0,1,0,1
240,0,0,1,0,1,1,0,0,1,0,1
241,1,0,2,1,0,0,0,0,1,0,1
242,0,0,1,0,0,0,0,0,1,0,1
243,0,0,1,1,0,0,0,0,1,0,1
244,0,0,0,1,0,1,0,0,1,0,1
245,0,0,1,0,0,0,0,0,1,0,1
246,0,0,1,0,0,0,0,0,1,0,1
247,0,0,1,1,0,0,0,0,1,0,1
248,1,0,1,1,1,1,0,0,1,0,1
249,1,1,1,1,1,1,0,0,1,0,1
250,0,0,1,1,0,1,0,0,1,0,1
251,1,0,2,1,1,1,0,0,1,0,1
252,0,0,1,0,0,0,0,0,1,0,1
253,0,0,1,0,1,0,3,0,0,0,1
254,0,0,1,1,0,1,0,0,0,1,1
255,0,0,1,1,1,1,0,0,1,0,1
256,1,0,1,1,0,1,0,0,1,0,1
257,0,0,1,0,0,0,0,0,1,0,1
258,0,0,1,1,0,0,0,0,1,0,1
259,1,0,0,1,0,1,0,0,1,0,1
260,0,0,1,0,0,0,1,0,1,0,1
261,0,0,1,1,0,0,0,0,1,0,1
262,0,0,2,1,0,0,0,0,1,0,1
263,2,0,0,1,0,1,0,0,0,0,1
264,0,0,1,1,0,0,0,0,1,0,1
265,1,0,1,1,0,1,0,0,1,0,1
266,1,0,0,1,0,0,1,0,1,0,0
267,0,0,1,1,0,0,0,0,1,0,1
268,0,0,0,0,1,1,0,0,1,0,1
269,0,0,0,1,0,1,0,0,1,0,1
270,1,0,1,1,0,1,0,0,1,0,1
271,0,0,1,3,0,0,0,0,1,1,1
272,1,0,0,1,0,0,0,0,0,0,1
273,1,0,0,1,0,1,0,0,1,1,1
274,1,0,2,1,0,0,0,0,1,0,1
275,0,0,0,1,0,0,0,0,1,0,1
276,0,0,1,1,0,0,0,0,1,0,1
277,0,0,1,1,0,1,2,0,1,3,1
278,1,0,1,1,1,1,0,0,1,0,1
279,0,0,1,1,1,1,0,0,1,0,1
280,1,0,1,1,0,0,0,0,1,0,1
281,1,0,0,0,5,1,0,0,9,6,1
282,0,0,0,1,0,0,0,0,0,5,1
283,1,0,2,1,0,1,0,0,1,0,1
284,1,0,0,1,1,1,0,0,1,0,1
285,1,0,0,9,0,1,0,0,0,0,1
286,1,0,0,1,0,0,0,0,0,1,1
287,1,0,0,1,0,1,0,0,1,0,1
288,0,0,1,0,1,1,0,0,1,0,1
289,1,0,0,1,1,0,0,0,1,0,1
290,0,0,0,0,0,0,0,0,1,5,1
291,1,0,0,1,1,0,0,0,1,0,1
292,0,0,2,1,1,1,0,0,1,0,1
293,1,0,0,1,1,1,0,0,1,6,1
294,1,0,0,0,3,1,0,0,4,8,1
295,0,0,0,0,0,0,0,0,1,0,1
296,0,0,0,1,0,0,0,0,1,6,1
297,1,0,2,1,1,0,0,0,0,0,1
298,0,0,1,1,0,1,0,0,0,0,0
299,0,0,2,1,1,0,1,0,1,0,1
300,0,0,1,1,1,1,0,0,0,0,1
301,1,0,1,1,0,1,0,0,1,0,0
302,0,0,1,1,0,0,0,0,1,0,1
303,0,0,1,0,0,1,0,0,1,0,1
304,1,0,1,1,1,1,0,0,1,0,1
305,1,0,0,0,1,0,0,0,1,0,1
306,0,0,2,1,0,1,0,0,1,0,1
307,1,0,0,1,1,1,0,0,1,0,1
308,0,0,1,1,1,1,0,0,1,2,1
309,2,0,0,2,0,0,0,0,2,0,0
310,0,0,0,1,0,1,0,0,1,0,1
311,0,0,1,1,0,0,0,0,1,0,1
312,2,0,2,0,0,1,0,0,1,0,1
313,0,0,0,1,1,1,1,0,0,5,1
314,1,0,0,1,0,1,0,0,1,0,1
315,0,0,1,1,1,1,1,0,1,0,1
316,0,0,0,0,1,0,1,0,1,0,1
317,0,0,1,1,1,0,1,0,1,1,1
318,1,0,0,1,0,0,0,0,3,0,1
319,0,0,0,0,0,0,0,0,4,0,1
320,0,1,0,0,0,0,0,0,1,2,1
321,0,0,2,1,1,1,1,0,1,0,0
322,0,0,1,1,0,1,0,0,1,0,1
323,1,0,0,1,0,2,0,0,1,0,0
324,1,0,0,1,0,1,0,0,2,0,0
325,1,1,1,2,1,1,0,0,1,0,1
326,1,0,1,1,1,1,0,0,1,0,1
327,0,0,1,0,0,1,1,0,0,0,0
328,1,0,0,1,0,1,0,0,1,0,1
329,0,0,2,1,1,0,0,0,1,0,1
330,1,0,0,1,0,1,0,0,1,0,1
331,1,0,0,0,0,0,0,0,1,0,1
332,1,0,0,1,1,1,0,0,0,0,1
333,1,0,0,1,0,1,0,0,1,0,1
334,0,0,2,0,0,0,6,0,6,0,1
335,0,0,0,0,0,0,0,0,1,1,1
336,0,0,1,3,0,1,0,0,1,0,1
337,1,0,1,1,0,1,0,0,1,0,1
338,1,0,0,1,1,1,0,0,0,0,1
339,1,0,0,0,0,2,0,0,5,0,1
340,0,0,2,1,0,0,1,0,0,1,1
341,1,0,0,1,0,1,0,0,1,0,1
342,1,0,0,0,0,1,0,3,1,0,1
343,1,0,1,2,1,1,0,0,1,0,1
344,0,0,1,0,0,1,1,0,1,0,1
345,0,0,2,1,1,0,0,0,4,0,1
346,0,0,2,1,1,1,0,0,1,1,1
347,1,0,1,1,1,0,0,0,1,0,1
348,0,0,1,1,0,1,0,0,1,1,1
349,0,0,1,0,0,0,0,0,1,0,0
350,0,0,1,0,0,1,0,0,1,0,0
351,1,0,0,1,0,0,0,0,1,0,0
352,0,0,1,1,0,1,0,0,1,0,0
353,0,0,1,0,0,1,0,0,1,0,1
354,0,0,0,1,0,1,0,0,0,0,0
355,0,0,0,1,0,1,0,0,0,0,0
356,0,0,0,0,0,0,0,0,1,0,1
357,0,0,2,1,0,0,1,0,0,0,0
358,0,0,0,0,0,0,0,0,1,0,0
359,0,0,0,1,0,0,0,0,0,0,0
360,0,0,1,0,0,1,0,0,1,0,0
361,0,0,1,0,0,1,0,0,1,0,0
362,0,0,0,0,1,0,1,1,0,0,1
363,0,0,0,1,0,1,0,0,0,0,0
364,0,0,0,0,0,0,0,0,1,0,0
365,1,0,0,1,0,1,0,0,1,0,0
366,0,0,1,0,0,1,0,0,1,0,0
367,0,0,1,1,0,1,0,0,0,0,0
368,0,1,1,0,0,0,1,0,0,0,0
369,0,0,0,0,0,0,1,0,1,0,0
370,0,0,0,0,0,0,0,0,1,0,1
371,0,0,0,1,0,0,0,0,0,0,0
372,0,0,1,1,0,0,0,0,0,0,0
373,0,0,1,1,0,0,0,0,0,0,0
374,0,0,0,1,0,0,0,0,0,0,0
375,0,0,1,0,0,1,0,0,0,0,0
376,0,0,1,1,0,1,0,0,0,0,0
377,0,1,1,0,0,0,0,0,1,0,0
378,0,0,0,0,0,0,0,0,1,0,0
379,0,0,1,0,0,1,1,0,1,0,0
380,0,0,1,1,0,1,0,0,0,0,0
381,0,0,0,1,0,0,0,0,0,0,0
382,1,0,0,1,0,0,0,0,0,0,0
383,0,0,1,0,0,1,0,0,1,0,0
384,0,0,0,0,0,0,0,0,1,0,1
385,0,0,0,1,0,0,0,0,1,0,0
386,0,0,1,1,0,1,0,0,0,0,0
387,0,0,1,1,0,1,0,0,0,0,0
388,0,0,1,1,0,1,0,0,0,0,0
389,0,1,0,0,0,0,1,0,0,0,0
390,0,0,0,0,0,0,1,0,0,0,0
391,0,0,0,1,0,0,0,0,0,0,0
392,0,0,0,0,0,1,1,0,0,0,0
393,0,0,1,0,0,0,0,0,1,0,0
394,1,0,0,1,0,1,0,0,0,0,0
395,0,0,1,1,0,0,0,0,1,0,0
396,0,0,1,1,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,1,0,0
398,0,0,0,0,0,0,1,1,0,0,0
399,0,1,0,0,0,0,0,0,0,0,1
400,0,0,0,0,0,0,1,0,1,0,0
401,0,1,1,1,0,0,0,0,1,0,0
402,0,1,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,2,1,0,0
404,0,0,1,0,0,1,1,0,1,0,0
405,0,0,1,1,0,0,0,0,1,0,0
406,0,0,0,1,0,0,0,0,0,0,0
407,0,0,1,0,0,0,0,0,1,0,0
408,0,0,1,0,0,1,1,0,0,0,0
409,0,0,0,0,1,1,1,0,1,0,0
410,1,1,0,0,0,0,0,0,0,1,0
411,0,0,1,0,0,1,0,0,1,0,0
412,1,0,0,1,0,0,0,0,1,0,0
413,1,0,0,1,0,1,0,0,1,0,0
414,0,0,1,0,0,1,1,0,0,0,0
415,0,0,0,0,0,0,2,0,1,0,1
416,0,0,1,1,0,0,0,0,1,0,1
417,0,0,0,0,0,0,0,0,1,2,1
418,0,0,1,1,0,0,0,0,1,0,0
419,1,0,0,1,0,0,0,0,0,0,1
420,1,0,1,1,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,1,0,0
422,0,0,1,0,0,1,0,0,1,0,0
423,0,0,1,0,0,1,0,0,1,0,0
424,0,0,1,0,0,0,0,0,1,0,0
425,1,0,0,1,0,0,0,0,1,0,0
426,0,0,0,0,0,0,0,0,1,0,0
427,0,0,0,0,0,1,1,0,1,0,1
428,0,0,1,0,0,1,0,0,1,0,1
429,0,0,1,0,0,1,0,0,1,0,0
430,0,0,0,0,0,0,0,0,1,1,1
431,0,0,1,0,0,1,1,0,1,0,0
432,0,0,1,1,0,1,0,0,0,0,0
433,0,0,1,0,0,0,3,0,1,0,0
434,0,0,1,0,0,1,0,0,1,0,0
435,0,2,0,0,0,0,0,0,0,7,0
436,0,0,1,1,0,0,0,0,1,0,1
437,1,0,0,0,0,1,0,0,1,0,1
438,0,0,0,0,0,0,0,0,1,0,1
439,0,1,0,0,0,0,0,0,0,1,1
440,0,1,0,0,0,0,0,0,0,1,1
441,0,0,1,0,0,1,0,0,1,0,1
442,0,0,1,0,0,1,0,0,1,0,1
443,0,0,0,0,0,1,0,0,1,0,0
444,0,0,1,0,0,1,1,0,1,0,1
445,0,0,1,1,0,0,0,0,2,1,1
446,0,0,1,0,0,0,0,0,1,0,1
447,0,0,1,1,1,1,0,0,1,0,0
448,0,0,1,1,1,0,0,0,0,0,1
449,0,1,1,0,0,0,0,0,1,0,0
450,0,0,1,1,0,0,0,0,1,0,1
451,0,0,1,1,0,0,0,0,1,0,1
452,0,0,1,0,0,1,0,0,1,0,1
453,0,0,1,0,0,1,0,0,1,0,1
454,0,0,1,0,0,1,1,0,0,0,0
455,0,0,1,0,0,1,0,0,1,0,0
456,0,1,0,0,0,0,0,0,1,0,1
457,1,0,0,1,0,0,0,0,1,0,1
458,0,3,0,0,0,0,0,2,0,0,0
459,0,0,1,1,0,1,0,0,1,0,1
460,0,0,0,0,1,1,1,0,0,0,1
461,0,0,0,1,0,0,0,0,1,0,1
462,0,1,0,1,0,0,0,0,1,0,1
463,0,0,1,1,1,0,0,0,0,0,1
464,0,0,1,1,1,0,0,0,0,0,1
465,0,0,0,1,0,0,0,0,0,0,1
466,0,0,0,0,0,1,0,0,1,0,0
467,0,0,0,1,0,0,0,0,0,0,1
468,0,0,0,0,0,1,0,0,0,0,1
469,1,0,0,1,1,0,0,0,2,0,1
470,0,0,1,1,1,1,0,0,1,0,0
471,0,0,0,0,0,0,0,0,0,1,0
472,0,0,0,1,0,0,0,0,0,0,1
473,0,0,0,1,1,0,0,0,1,0,0
474,0,0,0,0,0,0,0,0,1,2,0
475,0,0,1,1,1,0,0,0,0,0,1
476,0,0,1,0,0,0,1,0,1,0,0
477,0,0,1,0,1,0,1,0,1,0,1
478,0,0,0,0,1,0,0,0,1,0,1
479,0,0,1,1,0,0,0,0,0,0,0
480,0,0,0,1,0,0,0,0,1,0,1
481,0,0,0,0,1,0,0,0,0,0,0
482,0,0,0,0,1,1,0,0,0,0,0
483,1,0,3,2,0,0,0,0,0,1,1
484,0,4,0,2,0,0,1,0,0,5,0
485,0,0,1,1,0,0,0,0,1,0,0
486,0,0,0,1,0,0,0,0,1,1,1
487,0,0,1,1,0,0,0,0,1,0,1
488,0,0,1,1,0,0,0,0,1,0,1
489,0,0,1,0,0,1,0,0,1,0,0
490,0,0,1,0,0,0,0,0,1,0,1
491,0,0,0,0,1,0,0,0,1,0,1
492,0,0,0,0,0,0,0,0,1,0,1
493,0,0,0,0,1,0,0,0,0,0,0
494,0,0,0,2,0,0,0,0,0,0,0
495,0,0,0,0,1,0,0,0,0,0,1
496,0,0,1,0,1,1,1,0,1,0,1
497,0,0,0,0,1,0,1,0,1,0,1
498,0,0,1,0,0,1,1,1,1,0,0
499,3,0,0,1,0,0,0,0,1,0,0
500,0,0,0,0,0,0,0,0,1,1,0
501,1,0,0,1,0,0,0,0,0,0,1
502,0,0,0,0,1,1,0,0,0,3,0
503,0,0,1,0,0,0,0,0,1,0,1
504,0,0,0,0,1,0,1,0,0,0,1
505,0,0,0,1,0,1,0,0,1,0,1
506,0,0,1,1,0,0,0,0,0,0,1
507,0,0,0,1,1,0,0,0,0,1,1
508,0,0,0,0,0,0,0,6,0,5,1
509,0,0,1,0,0,0,3,0,1,0,0
510,0,0,0,1,0,0,0,0,1,0,0
511,0,0,0,1,0,0,0,0,1,0,1
512,0,0,1,1,0,1,0,0,0,2,0
513,0,0,0,0,1,0,0,0,1,0,1
514,0,0,1,0,0,0,0,0,1,0,0
515,1,0,0,1,0,1,0,0,1,0,1
516,0,0,0,1,0,0,0,0,0,0,1
517,0,0,1,1,0,0,0,0,0,0,0
518,0,0,0,0,0,1,0,0,0,1,0
519,0,0,1,0,3,1,1,0,0,0,0
520,0,0,1,1,0,0,0,0,0,0,0
521,0,0,1,0,1,0,0,0,0,0,0
522,0,0,0,0,0,1,0,0,0,0,0
523,0,0,1,0,1,0,0,0,1,0,0
524,0,0,0,0,0,1,0,0,0,0,0
525,0,0,0,1,0,0,0,0,1,0,1
526,0,0,0,1,1,0,0,0,1,0,1
527,0,0,1,1,0,0,0,0,0,0,1
528,0,0,0,0,1,0,0,0,0,0,1
529,0,0,0,1,0,0,0,0,0,0,1
530,0,0,0,0,0,1,0,0,0,0,0
531,0,0,0,1,0,1,0,0,0,0,0
532,0,0,0,0,0,1,0,0,0,0,1
533,0,0,1,0,1,1,0,0,0,0,0
534,0,0,0,1,0,0,0,0,0,0,1
535,0,0,0,0,1,0,0,0,0,0,1
536,0,0,0,1,0,0,0,0,1,0,0
537,0,0,1,0,0,0,0,0,1,0,1
538,0,0,0,0,1,1,0,0,1,0,1
539,0,0,0,0,1,0,1,0,0,0,0
540,0,0,0,0,0,0,0,0,1,0,1
541,0,0,0,0,1,0,0,0,1,0,1
542,2,0,0,1,0,0,0,0,1,0,0
543,0,0,1,1,0,1,0,0,0,0,0
544,0,0,0,0,0,2,3,2,1,0,0
545,0,0,1,0,1,1,1,2,1,0,0
546,0,0,0,0,0,0,0,0,1,0,0
547,0,0,0,0,1,0,0,0,0,1,0
548,0,0,0,0,0,0,0,0,1,2,1
549,0,0,1,1,0,1,0,0,1,0,0
550,0,0,0,1,0,0,0,0,1,0,1
551,0,0,1,0,0,0,0,0,1,0,0
552,0,0,0,0,1,0,0,0,0,0,0
553,0,0,0,0,1,0,0,0,0,0,1
554,0,0,0,0,0,0,0,4,1,2,0
555,0,0,0,0,0,1,0,0,0,0,0
556,0,0,1,1,0,0,0,0,0,0,1
557,0,0,1,1,0,0,0,0,0,0,0
558,0,0,0,0,0,1,0,1,1,0,0
559,0,0,1,1,0,0,0,0,0,0,0
560,1,0,0,1,0,0,0,0,1,0,1
561,0,0,1,0,1,1,0,0,1,0,1
562,0,0,1,1,0,0,1,0,0,2,0
563,0,0,1,0,0,0,0,0,0,0,0
564,0,0,0,0,1,0,1,0,0,0,0
565,2,0,0,1,0,0,1,1,0,0,0
566,1,0,1,1,0,1,0,0,0,0,1
567,0,0,0,1,0,0,0,0,0,0,0
568,0,0,1,0,1,0,0,0,1,0,0
569,0,0,0,1,0,0,1,0,1,0,1
570,0,0,0,0,1,0,0,0,1,0,1
571,0,0,0,1,0,0,0,0,1,0,0
572,0,0,0,1,0,3,0,0,0,0,1
573,0,0,0,1,0,0,0,1,0,0,0
574,0,0,0,0,1,1,0,0,1,0,0
575,0,0,0,1,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,4,1,0,0
577,0,0,0,3,0,1,0,1,0,0,0
578,0,0,1,0,0,1,0,0,1,0,0
579,0,0,1,1,0,0,0,0,0,0,0
