System,EventTemplate,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP
HPC,configured out,0,0,0,0,0,0,0,1,0,0
HPC,running,0,0,0,0,0,0,0,0,0,0
HPC,normal,0,0,2,0,0,0,0,0,0,0
HPC,ambient=<*>,0,0,0,0,0,0,0,0,0,0
HPC,critical,0,0,0,0,0,0,0,0,0,0
HPC,warning,0,0,0,0,0,0,0,0,0,0
HPC,Link error,0,0,0,0,0,0,0,0,0,0
HPC,Link ok,0,0,0,0,0,0,0,0,0,0
HPC,Link in reset,0,0,0,0,0,0,0,0,0,0
HPC,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,0,0,0,0,0,0,0,0,0,0
HPC,boot (command <*>) Error: HALT asserted\ cannot continue,0,0,0,0,0,0,0,0,0,0
HPC,Failed subcommands <*>,0,0,0,0,0,0,0,0,0,0
HPC,Linkerror event interval expired,0,0,0,0,0,0,0,0,0,0
HPC,link errors remain current,0,0,0,0,0,0,0,0,0,0
HPC,NIFF: node node-<*> has detected an available network connection on network <*> via interface scip0,0,0,1,0,0,0,0,0,0,0
HPC,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,0,0,1,0,0,0,0,0,0,0
HPC,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,0,0,0,0,0,0,0,0,0,0
Linux,User unknown timed out after <*> seconds at <*>:<*>:<*> <*>,0,0,0,0,0,0,0,0,0,0
Linux,Received SNMP packet(s) from <*>,0,1,0,0,0,0,0,0,0,0
Linux,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=guest,0,1,0,0,0,0,0,0,0,0
Linux,Authentication failed from <*> (<*>): Permission denied in replay cache code,0,2,0,0,0,5,0,0,0,0
Linux,Authentication failed from <*> (<*>): Software caused connection abort,0,0,0,0,0,0,0,0,0,0
Linux,Kerberos authentication failed,0,1,0,0,0,0,0,0,0,0
Linux,*** info [mice.c(<*>)]:,0,2,0,0,0,5,0,0,0,0
Linux,imps2: Auto-detected intellimouse PS/<*>,0,2,0,0,0,5,0,0,0,0
Linux,session opened for user <*> by LOGIN(uid=<*>),0,1,0,0,0,0,0,0,0,0
Linux,<*> LOGIN ON tty2,0,2,0,0,0,5,0,0,0,0
Linux,removing device node '<*>',0,1,0,0,0,0,0,0,0,0
Linux,creating device node '<*>',1,0,1,0,0,0,0,0,0,0
Linux,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=test,0,2,0,0,0,5,0,0,0,0
Linux,authentication failure; logname= uid=<*> euid=<*> tty=:<*> ruser= rhost=,0,2,0,0,0,5,0,0,0,0
Linux,Couldn't authenticate user,0,2,0,0,0,5,0,0,0,0
Linux,check pass; user unknown,0,2,0,0,0,5,0,0,0,0
Linux,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,0,1,0,0,0,0,0,0,0,0
Linux,"ANONYMOUS FTP LOGIN FROM <*>, (anonymous)",0,1,0,0,0,0,0,0,0,0
Linux,cupsd shutdown succeeded,0,1,0,0,0,0,0,0,0,0
Linux,cupsd startup succeeded,0,0,0,0,0,0,0,0,0,0
Linux,notify question section contains no SOA,0,1,0,0,0,0,0,0,0,0
Linux,warning: can't get client address: Connection reset by peer,0,1,0,0,0,0,0,0,0,0
Linux,getpeername (ftpd): Transport endpoint is not connected,0,2,0,0,0,5,0,0,0,0
Linux,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,0,1,0,0,0,0,0,0,0,0
Linux,ALERT exited abnormally with [<*>],0,0,1,0,0,0,0,0,0,0
Linux,session opened for user <*> by (uid=<*>),0,2,0,0,0,5,0,0,0,0
Linux,session closed for user <*>,0,2,0,0,0,5,0,0,0,0
Linux,connection from <*> (<*>) at <*>:<*>:<*>,1,0,1,0,0,0,0,0,0,0
Linux,restart.,0,0,1,0,0,0,0,0,0,0
Linux,syslogd startup succeeded,0,2,0,0,0,0,0,0,0,0
Linux,"klogd <*>, log source = <*> started.",0,2,0,0,0,5,0,0,0,0
Linux,Linux version <*> (bhcompile@bugs.build.redhat.com) (gcc version <*> (Red Hat Linux <*>)) #<*> <*>:<*>:<*> EDT <*>,0,1,0,0,0,0,0,0,0,0
Linux,BIOS-provided physical RAM map:,0,2,0,0,0,5,0,0,0,0
Linux,BIOS-e820: <*> - <*> (usable),0,2,0,0,0,5,0,0,0,0
Linux,BIOS-e820: <*> - <*> (reserved),0,1,0,0,0,0,0,0,0,0
Linux,<*> HIGHMEM available.,0,2,0,0,0,5,0,0,0,0
Linux,<*> LOWMEM available.,0,1,0,0,0,0,0,0,0,0
Linux,zapping low mappings.,0,0,0,0,0,0,0,0,0,0
Linux,klogd startup succeeded,0,0,0,0,0,0,0,0,0,0
Linux,On node <*> totalpages: <*>,0,2,0,0,0,5,0,0,0,0
Linux,"DMA zone: <*> pages, LIFO batch:<*>",0,2,0,0,0,5,0,0,0,0
Linux,"Normal zone: <*> pages, LIFO batch:<*>",0,0,0,0,0,0,0,0,0,0
Linux,irqbalance startup succeeded,0,1,0,0,0,0,0,0,0,0
Linux,"HighMem zone: <*> pages, LIFO batch:<*>",0,1,0,0,0,0,0,0,0,0
Linux,DMI <*> present.,0,2,0,0,0,5,0,0,0,0
Linux,ACPI disabled because your bios is from <*> and too old,0,1,0,0,0,0,0,0,0,0
Linux,You can enable it with acpi=force,0,2,0,0,0,5,0,0,0,0
Linux,Built <*> zonelists,0,1,0,0,0,0,0,0,0,0
Linux,Kernel command line: ro <*>=LABEL=/ rhgb quiet,0,1,0,0,0,0,0,0,0,0
Linux,mapped 4G/4G trampoline to <*>.,0,1,0,0,0,0,0,0,0,0
Linux,Initializing CPU#<*>,0,2,0,0,0,5,0,0,0,0
Linux,"CPU <*> irqstacks, hard=<*> soft=<*>",0,2,0,0,0,5,0,0,0,0
Linux,portmap startup succeeded,0,2,0,0,0,5,0,0,0,0
Linux,PID hash table entries: <*> (order <*>: <*> bytes),0,0,1,0,0,0,0,0,0,0
Linux,Detected <*> MHz processor.,0,0,1,0,0,0,0,0,0,0
Linux,Version <*> Starting,0,0,1,0,0,0,0,0,0,0
Linux,Using tsc for high-res timesource,0,2,0,0,0,5,0,0,0,0
Linux,rpc.statd startup succeeded,0,0,0,0,0,0,0,0,0,0
Linux,Console: colour VGA+ <*>,1,0,1,0,0,0,0,0,0,0
Linux,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)",0,1,0,0,0,0,0,0,0,0
Linux,Calibrating delay loop... <*> BogoMIPS,0,2,0,0,0,5,0,0,0,0
Linux,Security Scaffold <*> initialized,0,0,0,0,0,0,0,0,0,0
Linux,SELinux: Initializing.,0,2,0,0,0,5,0,0,0,0
Linux,SELinux: Starting in permissive mode,0,2,0,0,0,5,0,0,0,0
Linux,"There is already a security framework initialized, register_security failed.",0,1,0,0,0,0,0,0,0,0
Linux,Failure registering capabilities with the kernel,0,1,0,0,0,0,0,0,0,0
Linux,selinux_register_security: Registering secondary module capability,0,2,0,0,0,5,0,0,0,0
Linux,Capability LSM initialized,0,1,0,0,0,0,0,0,0,0
Linux,rpc.idmapd startup succeeded,0,2,0,0,0,5,0,0,0,0
Linux,"Dentry cache hash table entries: <*> (order: <*>, <*> bytes)",0,0,0,0,0,0,0,0,0,0
Linux,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",0,0,0,0,0,0,0,0,0,0
Linux,"Mount-cache hash table entries: <*> (order: <*>, <*> bytes)",0,1,0,0,0,0,0,0,0,0
Linux,"CPU: L1 I cache: <*>, L1 D cache: <*>",0,0,0,0,0,0,0,0,0,0
Linux,CPU: L2 cache: <*>,0,2,0,0,0,5,0,0,0,0
Linux,Intel machine check architecture supported.,0,1,0,0,0,0,0,0,0,0
Linux,Intel machine check reporting enabled on CPU#<*>.,1,0,1,0,0,0,0,0,0,0
Linux,CPU: Intel Pentium III (Coppermine) stepping <*>,0,2,0,0,0,5,0,0,0,0
Linux,Enabling fast FPU save and restore... done.,0,2,0,0,0,5,0,0,0,0
Linux,Enabling unmasked SIMD FPU exception support... done.,0,0,0,0,0,0,0,0,0,0
Linux,Checking 'hlt' instruction... OK.,1,0,1,0,0,0,0,0,0,0
Linux,Initializing random number generator: succeeded,0,1,0,0,0,0,0,0,0,0
Linux,POSIX conformance testing by UNIFIX,0,1,0,0,0,0,0,0,0,0
Linux,NET: Registered protocol family <*>,1,0,1,0,0,0,0,0,0,0
Linux,"PCI: PCI BIOS revision <*> entry at <*>, last bus=<*>",0,2,0,0,0,5,0,0,0,0
Linux,PCI: Using configuration type <*>,0,2,0,0,0,5,0,0,0,0
Linux,mtrr: <*> (<*>),0,2,0,0,0,5,0,0,0,0
Linux,ACPI: Subsystem revision <*>,0,1,0,0,0,0,0,0,0,0
Linux,ACPI: Interpreter disabled.,0,1,0,0,0,0,0,0,0,0
Linux,Linux Plug and Play Support <*> (c) Adam Belay,0,0,0,0,0,0,0,0,0,0
Linux,Starting pcmcia: succeeded,0,1,0,0,0,0,0,0,0,0
Linux,usbcore: registered new driver usbfs,0,0,0,0,0,0,0,0,0,0
Linux,usbcore: registered new driver hub,0,2,0,0,0,5,0,0,0,0
Linux,ACPI: ACPI tables contain no PCI IRQ routing entries,1,0,1,0,0,0,0,0,0,0
Linux,PCI: Invalid ACPI-PCI IRQ routing table,0,2,0,0,0,5,0,0,0,0
Linux,PCI: Probing PCI hardware,0,0,1,0,0,0,0,0,0,0
Linux,PCI: Probing PCI hardware (bus <*>),0,2,0,0,0,5,0,0,0,0
Linux,Transparent bridge - <*>,0,2,0,0,0,5,0,0,0,0
Linux,PCI: Using IRQ router PIIX/ICH [<*>/<*>] at <*>,0,1,0,0,0,0,0,0,0,0
Linux,apm: BIOS version <*> Flags <*> (Driver version <*>),0,1,0,0,0,0,0,0,0,0
Linux,audit: initializing netlink socket (disabled),0,1,0,0,0,0,0,0,0,0
Linux,kernel.core_uses_pid = <*>,0,2,0,0,0,5,0,0,0,0
Linux,HCI daemon ver <*> started,0,1,0,0,0,0,0,0,0,0
Linux,hcid startup succeeded,0,2,0,0,0,5,0,0,0,0
Linux,audit(<*>:<*>): initialized,0,1,0,0,0,0,0,0,0,0
Linux,Setting network parameters: succeeded,0,2,0,0,0,5,0,0,0,0
Linux,sdpd startup succeeded,0,0,0,0,0,0,0,0,0,0
Linux,sdpd <*> started,0,2,0,0,0,5,0,0,0,0
Linux,"Total HugeTLB memory allocated, <*>",0,1,0,0,0,0,0,0,0,0
Linux,Bringing up loopback interface: succeeded,0,0,1,0,0,0,0,0,0,0
Linux,VFS: Disk quotas <*>,0,2,0,0,0,5,0,0,0,0
Linux,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",1,0,1,0,0,0,0,0,0,0
Linux,SELinux: Registering netfilter hooks,0,2,0,0,0,5,0,0,0,0
Linux,Initializing Cryptographic API,0,2,0,0,0,5,0,0,0,0
Linux,pci_hotplug: PCI Hot Plug PCI Core version: <*>,0,0,0,0,0,0,0,0,0,0
Linux,isapnp: Scanning for PnP cards...,0,2,0,0,0,5,0,0,0,0
Linux,isapnp: No Plug & Play device found,1,0,1,0,0,0,0,0,0,0
Linux,Real Time Clock Driver <*>,0,1,0,0,0,0,0,0,0,0
Linux,Linux agpgart interface <*> (c) Dave Jones,0,2,0,0,0,5,0,0,0,0
Proxifier,<*>:<*> open through proxy <*>:<*> SOCKS5,0,1,0,0,0,1,4,0,0,0
Proxifier,<*>:<*> error : Could not connect through proxy <*>:<*> - Proxy closed the connection unexpectedly.,0,1,0,0,0,1,4,0,0,0
Proxifier,<*>:<*> error : Could not connect to proxy <*>:<*> - Could not resolve <*> error <*>,0,1,0,0,0,1,4,0,0,0
Proxifier,<*>:<*> error : A connection request was canceled before the completion.,0,2,0,0,0,0,0,0,0,0
Proxifier,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,0,1,0,0,0,1,4,0,0,0
Proxifier,"<*>:<*> error : Could not connect through proxy <*>:<*> - Proxy server cannot establish a connection with the target, status code <*>",0,1,0,0,0,1,4,0,0,0
Proxifier,<*>:<*> open through proxy <*>:<*> HTTPS,0,2,0,0,0,0,0,0,0,0
Proxifier,"<*> close, <*> <*>, <*> <*>, lifetime <*>",0,1,0,0,0,1,4,0,0,0
Zookeeper,Unexpected Exception:,0,0,0,0,0,0,0,0,0,0
Zookeeper,My election bind port: <*>/<*>:<*>,0,1,0,0,0,0,0,0,0,0
Zookeeper,"Have smaller server identifier, so dropping the connection: (<*>, <*>)",0,1,0,0,0,0,0,0,0,0
Zookeeper,"New election. My id = <*>, proposed zxid=<*>",0,1,0,0,0,0,0,0,0,0
Zookeeper,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LEADING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",0,1,0,0,0,0,0,1,0,0
Zookeeper,FOLLOWING - LEADER ELECTION TOOK - <*>,1,0,0,0,0,0,0,0,0,0
Zookeeper,autopurge.snapRetainCount set to <*>,1,0,0,0,0,0,0,0,0,0
Zookeeper,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)",0,1,0,0,0,0,0,0,0,0
Zookeeper,tickTime set to <*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,Notification time out: <*>,2,0,0,0,0,0,0,0,0,0
Zookeeper,******* GOODBYE <*>:<*> ********,0,0,0,0,0,1,0,0,0,0
Zookeeper,Unexpected exception causing shutdown while sock still open,0,0,0,0,0,0,0,0,0,0
Zookeeper,Got user-level KeeperException when processing sessionid:<*> type:create cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = NodeExists for <*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,Starting quorum peer,0,1,0,0,0,0,0,0,0,0
Zookeeper,Snapshotting: <*> to <*>,2,0,0,0,0,0,0,0,0,0
Zookeeper,Follower sid: <*> : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@<*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,Revalidating client: <*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,maxSessionTimeout set to <*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,FOLLOWING,0,0,0,0,0,0,0,0,0,0
Zookeeper,Client attempting to renew session <*> at <*>:<*>,1,0,0,0,0,0,0,0,0,0
Zookeeper,Have quorum of supporters; starting up and setting last processed zxid: <*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LEADING (my state)",0,0,0,0,0,0,0,0,0,0
Zookeeper,shutdown of request processor complete,0,0,0,0,0,0,0,0,0,0
Zookeeper,Exception causing close of session <*> due to java.io.IOException: ZooKeeperServer not running,0,0,0,0,0,0,0,0,0,0
Zookeeper,First is <*>,2,0,0,0,0,0,0,0,0,0
Zookeeper,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LEADING (my state)",0,1,0,0,0,0,0,0,0,0
Zookeeper,autopurge.purgeInterval set to <*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,Reading snapshot <*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,Sending DIFF,0,0,0,0,0,0,0,0,0,0
Zookeeper,Cannot open channel to <*> at election address <*>:<*>,2,0,0,0,0,0,0,0,0,0
Zookeeper,Send worker leaving thread,0,0,0,0,0,0,0,0,0,0
Zookeeper,Interrupted while waiting for message on queue,0,0,0,0,0,0,0,0,0,0
Zookeeper,Interrupting SendWorker,0,0,0,0,0,0,0,0,0,0
Zookeeper,Closed socket connection for client <*>:<*> (no session established for client),0,1,0,0,0,0,0,0,0,0
Zookeeper,"Connection broken for id <*>, my id = <*>, error =",2,0,0,0,0,0,0,0,0,0
Zookeeper,LOOKING,2,0,0,0,0,0,0,0,0,0
Zookeeper,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)",0,0,0,0,0,0,0,0,0,0
Zookeeper,caught end of stream exception,0,1,0,0,0,0,0,0,0,0
Zookeeper,Connection request from old client <*>:<*>; will be dropped if server is in r-o mode,1,1,0,0,0,1,0,0,0,0
Zookeeper,Received connection request <*>:<*>,2,0,0,0,0,0,0,0,0,0
Zookeeper,minSessionTimeout set to <*>,2,0,0,0,0,0,0,0,0,0
Zookeeper,Server environment:<*>,2,0,0,0,0,0,0,0,0,0
Zookeeper,Getting a snapshot from leader,2,0,0,0,0,0,0,0,0,0
Zookeeper,Accepted socket connection from <*>:<*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,Established session <*> with negotiated timeout <*> for client <*>:<*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",2,0,0,0,0,0,0,0,0,0
Zookeeper,Client attempting to establish new session at <*>:<*>,0,0,0,0,0,0,0,0,0,0
Zookeeper,Closed socket connection for client <*>:<*> which had sessionid <*>,0,1,0,0,0,0,0,0,0,0
Zookeeper,"Expiring session <*>, timeout of <*> exceeded",0,1,0,0,0,0,0,0,0,0
Zookeeper,Processed session termination for sessionid: <*>,0,0,0,0,0,0,0,0,0,0
BGL,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,0,0,0,0,0,0,0,1,0,0
BGL,data TLB error interrupt,0,1,0,0,0,0,0,1,0,0
BGL,ciod: Message code <*> is not <*> or <*>,1,0,0,0,0,0,0,0,0,0
BGL,data storage interrupt,2,0,0,0,0,0,0,2,0,0
BGL,data address: <*>,0,1,0,0,0,0,0,3,0,0
BGL,machine check: i-fetch......................<*>,0,0,0,0,0,0,0,1,0,0
BGL,program interrupt: trap instruction.........<*>,0,0,0,0,0,0,0,1,0,0
BGL,store operation.............................<*>,0,0,0,0,0,0,0,1,0,0
BGL,machine check enable..............<*>,0,0,0,0,0,0,0,1,0,0
BGL,debug interrupt enable............<*>,0,1,0,0,0,0,0,1,0,0
BGL,byte ordering exception.....................<*>,0,0,0,0,0,0,0,1,0,0
BGL,program interrupt: fp cr update.............<*>,0,0,0,0,0,0,0,1,0,0
BGL,guaranteed instruction cache block touch.<*>,1,0,0,0,0,0,0,0,0,0
BGL,guaranteed data cache block touch........<*>,0,0,0,0,0,0,0,1,0,0
BGL,program interrupt: fp cr field .............<*>,2,0,0,0,0,0,0,0,0,0
BGL,force load/store alignment...............<*>,0,1,0,0,0,0,0,0,0,0
BGL,icache prefetch depth....................<*>,0,0,0,0,0,0,0,1,0,0
BGL,icache prefetch threshold................<*>,0,0,0,0,0,2,0,1,0,0
BGL,machine state register: <*>,1,0,0,0,0,0,0,0,0,0
BGL,wait state enable.................<*>,1,0,0,0,0,0,0,0,0,0
BGL,critical input interrupt enable...<*>,0,1,0,0,0,0,0,0,0,0
BGL,"problem state (<*>=sup,<*>=usr).......<*>",0,1,0,0,0,0,0,1,0,0
BGL,floating point instr. enabled.....<*>,0,0,0,0,0,0,0,1,0,0
BGL,special purpose registers:,1,0,0,0,0,0,0,0,0,0
BGL,lr:<*> cr:<*> xer:<*> ctr:<*>,1,0,0,0,0,0,0,0,0,0
BGL,rts internal error,2,0,0,0,0,0,0,0,0,0
BGL,floating pt ex mode <*> enable......<*>,0,0,0,0,0,0,0,0,0,0
BGL,instruction address space.........<*>,2,0,0,0,0,0,0,0,0,0
BGL,data address space................<*>,1,0,0,0,0,0,0,0,0,0
BGL,core configuration register: <*>,3,0,0,0,0,0,0,0,0,0
BGL,disable store gathering..................<*>,2,0,0,0,0,0,0,0,0,0
BGL,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,0,0,0,0,0,0,0,1,0,0
BGL,ciod: Error creating node map from file <*>: No child processes,0,0,0,0,0,0,0,1,0,0
BGL,data store interrupt caused by icbi.........<*>,0,0,0,0,0,2,0,1,0,0
BGL,program interrupt: unimplemented operation..<*>,2,0,0,0,0,0,0,0,0,0
BGL,program interrupt: imprecise exception......<*>,0,0,0,0,0,0,0,1,0,0
BGL,program interrupt,0,0,0,0,0,0,0,1,0,0
BGL,instruction address: <*>,0,0,0,0,0,0,0,0,0,0
BGL,exception syndrome register: <*>,0,0,0,0,0,0,0,0,0,0
BGL,program interrupt: illegal instruction......<*>,0,0,0,0,0,2,0,1,0,0
BGL,data store interrupt caused by dcbf.........<*>,0,0,0,0,0,0,0,1,0,0
BGL,auxiliary processor.........................<*>,0,0,0,0,0,0,0,1,0,0
BGL,ciod: Error creating node map from file <*>: Bad file descriptor,0,0,0,0,0,2,0,1,0,0
BGL,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,0,0,0,0,0,2,0,1,0,0
BGL,ciod: Error creating node map from file <*>: Block device required,0,1,0,0,0,0,0,0,0,0
BGL,rts panic! - stopping execution,0,1,0,0,0,0,0,0,0,0
BGL,ciod: Error creating node map from file <*>: Permission denied,0,0,0,0,0,0,0,1,0,0
BGL,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,0,0,0,0,0,0,0,1,0,0
BGL,"rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>",0,0,0,0,0,0,0,1,0,0
BGL,debug wait enable.................<*>,0,1,0,0,0,0,0,0,0,0
BGL,generating core.<*>,0,1,0,0,0,0,0,0,0,0
BGL,NodeCard is not fully functional,0,0,0,0,0,0,0,1,0,0
BGL,"Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",0,1,0,0,0,0,0,1,0,0
BGL,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,0,0,0,0,0,0,0,1,0,0
BGL,"PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",0,0,0,0,0,0,0,1,0,0
BGL,Can not get assembly information for node card,2,0,0,0,0,0,0,0,0,0
BGL,rts tree/torus link training failed: wanted: <*> got: <*>,2,0,0,0,0,0,0,0,0,0
BGL,ciod: Missing or invalid fields on line <*> of node map file <*>,0,0,0,0,0,2,0,1,0,0
BGL,<*> double-hummer alignment exceptions,0,0,0,0,0,0,0,1,0,0
BGL,"NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)",0,0,0,0,0,0,0,1,0,0
BGL,<*> torus receiver x+ input pipe error(s) (dcr <*>) detected and corrected,0,0,0,0,0,0,0,1,0,0
BGL,"ciod: In packet from node <*> (<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",0,0,0,0,0,0,0,1,0,0
BGL,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected,1,0,0,0,0,0,0,0,0,0
BGL,Lustre mount FAILED : <*> : point <*>,0,0,0,0,0,0,0,1,0,0
BGL,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>,0,0,0,0,0,0,0,1,0,0
BGL,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,1,0,0,0,0,0,0,0,0,0
BGL,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",0,0,0,0,0,0,0,1,0,0
BGL,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,0,0,0,0,0,0,0,1,0,0
BGL,critical input interrupt (unit=<*> bit=<*>): warning for torus y+ wire,0,0,0,0,0,0,0,1,0,0
BGL,suppressing further interrupts of same type,0,0,0,0,0,0,0,1,0,0
BGL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0,0,0,0,0,0,0,1,0,0
