Index,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP,Class
127,0,0,0,1,0,0,1,0,0,0,0
128,0,0,0,1,0,0,1,0,0,0,0
129,0,0,0,1,0,0,1,0,0,0,0
130,0,0,0,0,0,0,1,0,0,0,0
131,0,0,0,1,0,0,0,0,0,1,0
132,0,0,1,1,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,1,0
134,0,0,0,1,0,0,0,0,0,0,0
135,0,0,0,1,0,0,0,0,0,1,0
136,0,0,0,1,1,0,1,1,0,0,0
137,0,0,0,1,0,0,1,0,0,0,0
138,0,0,0,1,0,0,0,0,0,0,0
139,0,0,0,1,0,0,1,0,1,0,0
140,0,0,0,1,0,0,0,0,0,1,1
141,0,0,1,1,0,0,1,0,0,1,0
142,0,0,1,1,0,0,0,0,1,0,0
143,0,0,3,3,0,0,1,0,1,0,0
144,0,0,1,3,0,0,0,0,0,0,0
145,0,0,1,1,0,0,1,0,0,1,1
146,0,0,0,1,0,0,0,0,1,0,1
147,0,0,0,1,0,0,0,0,0,0,0
148,0,0,0,1,0,0,0,0,0,1,0
149,1,0,0,1,0,0,0,0,0,0,1
150,0,0,0,1,1,0,1,0,0,0,0
151,0,0,0,1,0,0,0,0,0,1,0
152,0,0,0,1,1,0,0,0,0,3,0
153,0,0,0,1,0,0,0,0,0,1,0
154,0,0,0,1,0,0,0,0,0,1,0
155,0,0,0,1,0,0,0,0,0,1,0
156,0,0,0,1,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,1,0
158,0,0,0,1,0,0,0,0,0,1,0
159,0,0,0,1,0,0,0,0,0,1,0
160,0,0,0,0,0,0,1,1,0,0,0
161,0,0,0,1,0,0,0,0,0,2,0
162,0,0,0,1,0,0,0,0,0,1,0
163,0,0,0,0,0,0,1,2,0,0,0
164,0,0,1,1,0,0,0,0,0,1,0
165,0,0,0,1,0,0,1,0,0,0,0
166,0,0,0,1,0,0,1,0,1,0,0
167,0,0,0,1,0,0,0,0,0,1,0
168,0,0,0,1,0,0,0,0,0,1,1
169,0,0,0,1,0,0,0,0,0,1,0
170,0,0,1,1,0,0,1,0,0,1,0
171,0,1,0,1,1,0,0,0,0,1,0
172,0,2,2,1,1,0,0,0,1,1,1
173,2,2,0,0,0,0,0,0,1,0,1
174,0,1,0,1,0,0,0,0,1,0,1
175,0,2,1,2,0,0,0,0,1,1,1
176,0,2,1,0,0,0,0,0,1,2,1
177,1,1,1,1,1,0,0,0,0,0,0
178,0,0,1,1,1,1,0,2,0,0,0
179,0,1,0,1,0,0,0,0,0,0,1
180,0,0,1,0,0,0,0,0,0,1,0
181,0,0,0,1,0,0,0,0,0,1,1
182,2,0,0,2,0,0,0,0,1,0,1
183,2,0,0,1,1,0,0,0,1,0,0
184,1,0,0,1,0,1,0,0,0,1,1
185,0,0,0,1,0,0,0,0,0,1,0
186,2,0,0,1,1,0,0,0,1,0,1
187,0,0,0,1,0,1,0,0,0,0,0
188,0,0,0,0,0,1,0,0,0,0,1
189,0,1,0,0,0,0,0,0,0,0,0
190,0,1,0,1,0,0,0,0,0,1,1
191,4,0,0,1,0,0,0,0,1,2,1
192,0,0,0,1,0,0,0,0,0,1,0
193,1,1,0,0,0,0,0,0,0,1,0
194,1,0,1,1,0,0,0,0,1,0,0
195,1,0,0,0,0,0,0,0,0,0,0
196,0,0,0,1,0,0,0,0,0,1,0
197,0,0,0,0,0,0,0,0,0,0,0
198,1,1,0,0,0,0,0,0,0,0,0
199,1,1,1,1,0,0,0,0,1,0,0
200,2,0,0,1,1,0,0,0,1,0,0
201,1,0,0,1,0,0,0,0,1,0,0
202,1,0,0,1,0,0,0,0,1,0,1
203,0,0,0,0,0,0,0,0,0,1,1
204,1,0,0,1,1,0,0,0,1,0,0
205,0,0,0,1,0,0,0,0,0,1,0
206,0,1,1,1,0,0,0,0,0,0,0
207,0,1,0,1,0,0,0,0,0,0,0
208,1,1,0,1,0,0,0,0,1,0,1
209,1,0,0,1,0,0,0,0,0,0,1
210,1,0,0,0,0,0,0,0,0,4,1
211,1,1,0,1,0,0,0,0,0,0,1
212,2,1,0,0,0,0,0,0,1,0,1
213,2,0,0,0,0,0,0,0,0,0,1
214,0,0,0,1,0,0,0,0,0,0,0
215,2,0,0,1,0,0,0,0,2,0,0
216,0,0,0,1,0,0,0,0,0,1,1
217,0,1,0,0,0,0,0,0,1,0,1
218,2,2,0,0,0,0,0,0,0,0,0
219,0,0,0,1,0,0,0,0,0,1,0
220,1,1,0,1,0,0,1,0,0,0,0
221,0,0,0,1,0,0,0,0,0,1,0
222,1,1,0,0,0,0,0,0,0,0,0
223,1,1,0,0,0,1,0,0,0,0,0
224,2,0,0,2,2,0,0,1,1,0,0
225,0,1,0,1,0,0,0,0,0,0,0
226,2,1,0,1,0,0,0,0,1,0,0
227,1,0,0,0,0,1,0,0,0,0,1
228,0,0,0,0,1,0,0,0,0,1,0
229,0,0,0,0,0,0,1,0,0,1,1
230,1,0,0,0,0,1,0,0,0,0,1
231,0,0,0,0,0,0,0,0,1,1,1
232,0,2,0,0,0,1,0,0,0,0,1
233,0,0,0,0,0,0,1,0,0,1,1
234,2,2,0,1,0,0,0,0,1,0,0
235,2,2,0,1,0,0,0,0,0,0,1
236,0,0,0,0,0,0,0,0,1,0,1
237,0,2,0,1,0,0,0,0,1,0,1
238,0,2,0,1,0,0,0,0,1,1,1
239,2,2,0,1,0,0,0,0,0,0,1
240,0,0,0,1,0,0,1,0,1,0,0
241,2,2,0,1,0,0,0,0,0,0,1
242,2,2,0,2,0,0,1,0,1,0,1
243,0,0,0,0,0,0,1,0,1,0,1
244,2,2,0,1,0,0,0,0,0,0,1
245,2,2,0,0,0,1,1,0,1,0,1
246,0,0,0,1,0,0,1,0,1,0,1
247,1,2,0,1,0,0,0,0,0,0,1
248,0,0,0,1,0,0,0,0,0,0,0
249,0,2,0,0,0,1,0,0,0,0,1
250,0,0,0,1,0,0,0,0,1,0,0
251,2,2,0,1,0,0,0,0,0,0,1
252,2,2,0,0,0,1,0,0,0,0,1
253,0,0,0,0,0,0,1,0,1,0,1
254,2,2,0,1,0,1,0,0,0,0,1
255,2,0,0,1,0,0,0,0,1,0,1
256,0,2,0,1,0,0,0,0,1,0,1
257,0,2,0,2,0,0,0,0,0,0,1
258,0,0,0,0,0,0,1,0,0,1,1
259,2,2,0,1,0,0,0,0,0,0,1
260,2,0,0,1,0,0,0,0,1,1,1
261,1,0,0,1,0,0,0,0,0,1,1
262,2,0,0,1,0,0,0,0,0,0,0
263,2,2,0,1,0,0,1,0,1,1,1
264,2,0,0,0,0,1,0,0,0,0,0
265,2,2,0,2,0,0,1,0,0,0,1
266,2,2,0,1,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,1,0,1
268,2,2,0,1,0,0,0,0,0,1,1
269,2,2,0,1,0,0,0,0,0,1,0
270,0,0,0,0,0,0,0,0,0,1,0
271,2,1,0,0,0,0,0,0,0,1,1
272,2,0,0,1,0,0,0,0,1,1,1
273,1,1,0,0,0,0,0,0,1,1,1
274,2,0,0,2,0,1,1,0,1,0,1
275,1,0,0,1,0,0,1,0,1,2,1
276,1,0,0,0,0,0,0,0,0,1,1
277,1,0,0,2,0,0,1,0,1,0,1
278,0,2,0,1,0,0,0,0,1,1,0
279,1,0,0,1,0,0,1,0,0,0,0
280,2,0,0,0,0,0,1,0,1,0,1
281,1,1,0,0,0,0,0,0,1,0,1
282,1,0,0,1,0,0,1,0,0,3,1
283,3,1,0,1,0,0,1,0,1,0,1
284,2,0,0,1,0,0,0,0,1,0,1
285,2,0,0,1,0,0,0,0,1,0,1
286,2,0,0,0,0,1,0,0,1,1,1
287,2,2,0,2,0,0,1,0,1,0,1
288,1,1,0,1,0,1,1,0,0,1,1
289,1,1,0,1,0,0,0,0,1,0,1
290,1,0,0,1,0,0,0,0,1,0,1
291,1,1,0,1,0,0,0,0,1,0,1
292,2,1,0,1,0,0,0,0,1,0,1
293,1,0,0,1,1,0,0,0,1,0,1
294,1,1,0,0,0,0,0,0,1,0,1
295,0,0,0,1,0,0,0,0,1,3,1
296,0,0,0,2,0,0,0,0,0,1,1
297,2,0,0,1,0,0,0,0,1,0,1
298,2,0,0,2,0,0,1,0,0,0,0
299,2,1,0,0,0,0,0,0,1,0,1
300,2,2,0,2,0,0,0,0,1,0,1
301,2,0,0,0,0,1,0,0,0,0,0
302,1,1,1,1,0,0,1,0,1,1,1
303,2,0,0,0,0,1,0,0,0,0,1
304,2,0,0,1,0,0,0,0,1,1,1
305,0,0,0,1,0,0,0,2,1,0,0
306,2,2,0,1,0,0,0,0,0,0,1
307,1,0,0,1,0,0,0,0,1,0,1
308,1,0,0,1,0,0,1,0,1,0,0
309,2,2,0,0,0,0,0,0,0,0,0
310,2,2,0,1,0,0,1,0,0,1,1
311,3,0,0,1,0,0,0,0,1,0,1
312,2,0,0,1,0,0,0,0,1,0,1
313,2,0,0,2,0,0,0,0,1,2,1
314,1,0,0,0,0,1,0,0,1,0,1
315,2,2,0,1,0,0,1,0,1,0,1
316,1,1,0,0,0,0,0,0,1,0,1
317,2,0,0,1,0,0,0,0,1,0,1
318,0,0,0,0,0,0,1,0,0,0,1
319,4,0,0,1,0,0,0,0,0,0,1
320,2,2,0,1,0,0,0,0,0,2,1
321,0,0,0,0,0,0,0,0,1,0,0
322,0,0,0,0,0,0,0,0,0,2,1
323,0,0,0,0,0,2,0,0,0,2,0
324,2,2,0,0,0,1,0,1,1,0,0
325,3,1,0,1,0,0,1,0,0,0,1
326,0,0,0,1,0,1,0,0,1,2,0
327,0,0,0,1,0,0,0,0,0,3,0
328,2,0,0,1,0,0,0,0,0,0,1
329,2,1,0,1,0,0,0,0,1,0,1
330,2,0,0,1,0,0,0,0,0,0,0
331,2,0,0,1,0,0,0,0,1,0,1
332,1,1,0,1,0,0,0,0,0,1,0
333,0,0,1,1,0,0,1,0,0,1,1
334,16,0,0,1,0,0,0,0,1,0,1
335,1,1,0,1,0,0,0,0,1,1,1
336,1,1,0,0,0,0,0,0,1,0,1
337,1,0,1,1,0,0,0,0,0,1,1
338,2,0,0,1,0,0,0,0,0,1,1
339,2,0,0,1,0,1,0,0,1,0,1
340,0,0,0,1,0,0,0,0,1,1,1
341,1,1,0,1,0,0,1,0,0,1,1
342,2,0,0,1,0,1,0,0,0,1,0
343,0,0,0,0,0,0,0,0,0,3,1
344,1,0,0,0,0,0,0,0,0,1,1
345,0,0,0,0,0,0,0,0,0,4,1
346,0,0,0,0,0,0,0,0,1,0,1
347,2,2,0,1,0,0,0,0,0,0,1
348,0,0,1,0,0,0,1,1,0,1,0
349,1,0,1,1,0,0,0,0,0,0,0
350,0,0,0,1,0,0,0,0,0,1,0
351,0,0,0,1,0,0,0,0,0,1,0
352,0,0,0,1,0,0,0,0,0,1,0
353,0,0,0,1,0,0,0,0,0,1,0
354,0,0,2,2,0,0,0,0,0,1,0
355,0,0,0,1,0,0,0,0,0,1,0
356,0,0,0,1,0,0,0,0,0,1,1
357,0,0,2,2,0,0,0,0,0,0,0
358,1,1,1,1,0,0,0,0,0,1,0
359,0,0,0,1,0,1,0,0,0,0,0
360,0,0,0,1,0,0,0,0,0,1,0
361,0,0,1,1,0,0,0,0,0,1,0
362,1,0,1,0,0,0,0,0,0,3,1
363,0,0,0,1,0,0,0,2,0,0,0
364,1,0,0,1,0,0,0,1,0,0,0
365,1,0,0,1,0,0,0,0,1,0,0
366,0,0,0,1,0,0,0,0,0,3,0
367,0,0,2,2,0,0,0,0,0,1,0
368,0,1,1,1,0,0,0,0,0,1,0
369,0,0,0,1,0,0,0,0,0,1,0
370,0,0,1,1,0,0,0,0,0,1,1
371,0,0,1,1,0,0,0,0,0,0,0
372,2,0,2,2,0,0,0,0,0,2,0
373,0,0,2,2,0,0,0,0,0,1,0
374,0,1,0,0,0,0,0,0,0,1,0
375,1,1,0,1,0,0,0,0,1,0,0
376,0,0,0,1,0,0,0,0,0,0,0
377,2,2,2,2,0,0,0,0,0,2,0
378,1,1,1,1,0,0,0,0,0,0,0
379,1,0,1,1,0,0,0,0,0,1,0
380,0,0,1,1,0,0,1,0,0,1,0
381,0,0,0,1,0,0,1,0,0,1,0
382,1,0,0,1,0,0,0,0,0,0,0
383,0,0,0,0,1,0,0,0,0,1,0
384,0,0,0,1,0,0,0,0,0,1,0
385,0,0,0,0,0,0,0,0,0,1,0
386,0,0,1,1,1,0,0,0,0,1,0
387,0,1,0,1,0,0,0,0,0,0,0
388,0,0,0,1,0,0,0,0,0,0,0
389,0,1,0,0,0,0,0,0,0,1,0
390,0,0,0,0,0,0,2,0,0,0,0
391,0,0,1,0,0,0,0,0,0,1,0
392,0,0,0,1,0,0,0,0,0,1,0
393,0,0,1,1,0,0,0,0,0,1,0
394,1,0,0,1,0,0,0,0,1,0,0
395,0,0,0,1,0,0,0,0,0,0,0
396,1,0,0,1,0,0,0,0,1,0,0
397,1,0,0,1,0,0,0,0,1,0,0
398,0,0,0,0,0,0,2,0,0,0,0
399,1,1,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,2,0,0,0,0
401,1,1,0,1,0,0,0,0,0,1,0
402,2,1,0,1,0,0,0,0,0,1,0
403,0,0,0,1,0,0,0,2,1,1,0
404,0,0,1,0,0,0,0,0,0,1,0
405,0,0,0,1,0,0,0,0,0,1,0
406,2,0,2,2,0,0,0,0,0,1,0
407,0,0,0,1,0,0,0,0,0,0,0
408,1,0,0,1,0,0,0,0,0,0,0
409,0,0,0,1,0,0,0,0,0,1,0
410,2,1,0,0,0,0,0,0,0,0,1
411,0,0,0,1,0,0,0,0,0,0,0
412,1,0,0,1,0,0,0,0,0,0,0
413,1,0,0,1,0,0,0,0,1,0,0
414,0,0,0,1,0,0,0,1,0,1,0
415,2,1,0,0,0,0,1,0,0,2,1
416,1,0,0,0,0,0,0,0,0,0,1
417,0,0,0,1,0,0,0,1,0,1,0
418,1,0,0,1,0,0,0,0,1,0,0
419,1,0,1,1,0,0,0,0,0,2,0
420,2,0,2,2,0,0,0,0,0,0,0
421,1,0,0,1,0,0,0,0,0,0,0
422,1,0,0,1,0,0,0,0,1,0,0
423,1,0,0,1,0,0,0,0,1,0,0
424,1,0,0,1,0,0,0,0,0,0,0
425,1,0,0,1,0,0,0,0,1,0,0
426,0,0,1,1,0,0,0,0,0,1,0
427,0,0,0,0,0,0,0,0,0,1,1
428,0,0,0,1,0,0,0,0,0,2,0
429,0,0,0,1,0,0,0,0,0,1,0
430,1,0,0,1,0,0,0,0,0,0,0
431,1,0,1,1,0,1,0,0,0,0,0
432,0,0,1,0,0,0,0,0,0,0,0
433,1,0,1,1,0,0,1,1,0,0,0
434,1,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,11,0,1,0
436,0,0,0,1,0,0,0,0,0,1,1
437,2,0,0,0,0,1,0,0,2,1,1
438,2,1,0,1,0,0,0,0,0,0,1
439,2,3,0,1,0,0,0,0,0,1,1
440,2,1,0,1,0,0,0,0,1,0,1
441,1,0,0,2,0,0,0,0,1,2,1
442,2,1,0,1,0,0,0,0,1,0,1
443,1,0,0,1,0,1,0,0,1,0,0
444,1,2,0,1,0,0,0,0,1,0,1
445,1,0,0,1,0,0,0,0,1,1,1
446,1,0,0,1,0,0,0,0,1,0,1
447,0,0,0,2,0,0,0,0,0,2,0
448,1,0,1,1,0,0,0,0,1,0,1
449,0,1,0,1,0,0,0,0,0,1,0
450,0,0,0,1,0,0,0,0,0,0,1
451,0,0,0,1,0,0,0,0,0,0,0
452,1,0,0,1,0,0,0,0,1,0,1
453,1,0,0,1,0,0,0,0,1,0,1
454,0,1,1,1,0,0,0,0,0,0,0
455,0,0,0,1,0,0,0,0,1,0,0
456,0,0,1,0,1,0,0,0,0,0,1
457,0,0,0,1,0,0,0,0,0,1,0
458,1,0,1,0,0,0,0,0,0,1,0
459,1,0,0,0,0,1,0,0,1,0,1
460,0,0,0,1,0,0,0,0,1,1,0
461,0,0,0,0,0,0,1,0,1,1,1
462,0,0,0,1,0,0,0,0,0,1,1
463,0,0,2,2,1,0,0,0,1,0,1
464,0,0,1,1,0,0,0,0,0,1,1
465,0,0,0,0,0,0,0,0,0,1,0
466,0,0,0,1,0,0,0,0,0,0,0
467,0,0,1,1,0,0,0,0,1,0,0
468,0,0,0,0,0,1,0,0,0,0,0
469,2,0,0,0,0,0,0,0,0,0,1
470,1,0,1,1,0,0,0,0,1,0,0
471,3,0,0,1,0,0,0,0,0,1,0
472,0,0,0,1,0,0,0,0,0,1,1
473,0,0,0,1,0,0,0,0,1,1,0
474,0,0,1,1,0,0,0,0,0,1,0
475,0,0,1,1,1,0,0,0,0,1,1
476,2,0,1,1,0,0,0,0,0,1,0
477,1,0,1,1,0,0,0,0,1,0,1
478,0,0,0,1,0,0,0,0,1,0,1
479,0,0,0,1,0,0,0,0,0,1,0
480,0,0,0,2,0,0,0,0,0,1,1
481,0,0,0,1,0,0,0,0,0,0,0
482,0,0,0,1,0,0,0,0,0,0,0
483,1,0,1,1,1,0,0,0,0,1,0
484,5,0,0,1,0,0,0,0,0,1,0
485,0,0,0,0,0,0,0,0,1,0,0
486,0,0,0,1,0,0,0,0,1,2,1
487,1,0,0,1,0,0,0,0,1,1,1
488,0,0,0,1,0,0,0,0,1,2,1
489,0,0,0,0,0,1,0,0,0,0,0
490,0,0,1,0,0,0,0,0,0,1,1
491,1,0,0,1,0,0,0,0,1,0,1
492,0,0,0,0,0,0,0,0,0,1,1
493,0,0,0,1,1,0,0,0,0,0,0
494,2,1,0,0,0,0,0,0,1,0,1
495,0,0,0,0,0,0,0,0,0,1,0
496,1,1,0,1,0,0,0,0,1,0,1
497,2,0,0,1,0,0,0,0,1,1,1
498,0,0,0,1,0,0,0,0,0,1,1
499,0,0,0,1,0,0,0,0,0,1,0
500,0,0,0,1,1,0,0,1,0,0,0
501,0,0,1,1,1,0,0,0,0,0,1
502,0,0,0,2,1,1,0,0,0,2,0
503,0,0,1,1,0,0,0,0,0,1,1
504,0,0,0,1,0,0,0,0,1,4,1
505,1,0,0,0,0,0,0,0,1,0,1
506,0,0,0,0,0,0,1,0,0,0,0
507,0,0,0,1,0,0,0,0,1,1,1
508,1,0,0,0,0,0,0,7,0,0,0
509,0,0,0,1,0,0,0,0,0,4,0
510,0,0,0,1,0,0,0,1,1,0,1
511,0,0,0,0,0,0,0,0,0,3,0
512,2,0,1,1,0,0,0,0,0,1,1
513,0,0,0,2,0,0,0,0,1,0,1
514,1,0,0,1,0,0,0,0,1,0,0
515,0,0,0,1,0,0,0,0,0,1,0
516,0,0,0,1,0,0,0,0,0,1,0
517,2,0,1,1,0,0,0,0,0,1,0
518,2,0,0,1,0,0,0,0,0,0,0
519,1,1,0,1,0,0,0,0,1,0,0
520,0,0,1,1,0,0,0,0,0,1,0
521,1,0,0,1,0,0,0,0,0,0,1
522,0,0,0,1,0,1,0,0,0,0,0
523,0,0,1,1,0,0,0,0,0,1,0
524,0,0,0,0,0,1,0,0,0,1,0
525,1,0,1,1,0,0,0,0,0,2,1
526,0,0,2,1,0,0,0,0,0,1,1
527,0,2,1,1,0,0,0,0,0,2,1
528,0,0,0,0,0,0,0,0,0,0,0
529,1,2,1,1,0,0,0,0,0,2,1
530,0,0,1,0,0,1,0,0,0,0,0
531,0,0,0,1,0,0,0,0,0,0,0
532,1,0,0,0,0,1,0,0,0,0,0
533,0,1,0,1,0,0,0,0,0,0,0
534,0,0,0,1,0,0,0,0,0,1,1
535,1,1,0,3,0,0,0,0,0,0,1
536,0,0,0,2,0,0,0,0,0,2,1
537,0,0,1,1,0,0,0,0,1,0,1
538,0,0,0,0,0,0,1,0,1,1,1
539,0,0,1,1,0,0,0,0,0,2,0
540,0,1,0,0,0,0,0,0,1,0,1
541,1,0,0,0,0,0,0,0,1,1,1
542,0,0,0,1,0,0,0,0,0,2,0
543,0,0,0,1,0,0,0,0,0,1,0
544,2,0,0,0,0,2,1,0,0,0,0
545,0,0,0,1,0,0,0,0,0,1,0
546,0,0,0,0,0,0,0,0,0,0,0
547,1,0,0,1,1,0,0,0,0,1,0
548,1,0,1,0,0,0,0,0,0,1,0
549,0,0,1,1,0,0,0,0,0,1,0
550,2,0,1,1,0,0,0,0,0,2,0
551,0,0,1,1,0,0,0,0,0,0,0
552,0,0,0,1,1,0,0,0,0,0,1
553,0,0,0,0,0,0,0,0,0,0,1
554,0,0,0,1,0,0,0,7,0,1,0
555,0,0,0,0,0,1,0,0,0,0,1
556,0,0,0,1,0,0,0,0,0,0,0
557,0,0,0,1,0,0,0,0,0,1,0
558,0,0,0,1,0,0,0,1,0,0,1
559,0,0,0,2,0,0,0,0,0,0,0
560,1,0,0,0,0,0,0,0,1,0,1
561,0,1,0,1,0,0,0,0,1,0,1
562,2,1,0,0,0,0,0,0,0,1,0
563,0,0,1,1,0,0,0,0,0,0,0
564,1,0,0,1,1,0,0,0,0,0,1
565,2,0,0,1,0,0,0,2,0,0,0
566,0,1,1,1,0,0,1,0,1,0,1
567,1,1,0,1,0,0,0,0,1,0,0
568,0,0,1,0,0,0,1,0,1,1,0
569,0,0,0,0,0,0,0,0,0,2,1
570,0,0,1,1,1,0,0,0,1,1,1
571,0,0,1,1,1,0,0,0,0,1,0
572,0,0,0,0,0,4,0,0,0,0,0
573,0,0,0,1,0,0,0,1,1,0,0
574,0,0,0,0,0,1,0,0,0,3,0
575,0,0,0,1,0,0,0,0,0,1,0
576,0,0,0,1,0,0,0,5,0,0,0
577,0,0,0,0,0,0,0,0,0,1,0
578,0,0,0,2,0,0,0,0,0,1,0
579,0,0,1,1,0,0,0,0,0,1,0
