Index,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP,Class
202,0,0,0,0,0,0,0,0,0,0,Normal
203,1,0,0,1,0,0,0,0,1,0,0
204,2,0,0,1,0,0,0,0,1,0,1
205,0,0,0,0,0,0,0,0,1,0,1
206,0,0,0,0,0,0,0,0,0,0,0
207,1,1,0,1,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,Normal
209,0,0,0,1,0,0,0,0,0,0,1
210,1,0,0,1,0,0,0,0,1,0,1
211,0,0,0,1,0,0,0,0,1,0,1
212,0,1,0,0,0,0,0,0,1,0,1
213,0,0,0,0,0,0,0,0,0,0,1
214,1,1,0,1,0,0,0,0,0,0,0
215,3,0,0,2,0,0,0,0,1,0,0
216,0,0,0,0,0,0,0,0,1,0,1
217,0,1,0,0,0,0,0,0,1,0,1
218,0,1,0,0,0,0,0,0,1,0,1
219,0,0,0,1,0,1,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0
221,1,1,0,1,0,0,0,0,0,0,0
222,0,1,0,0,0,0,0,0,1,0,0
223,1,1,0,0,0,0,0,0,1,0,0
224,3,0,0,1,0,0,0,0,1,0,1
225,0,1,0,1,0,0,0,0,0,0,0
226,1,1,0,0,0,0,0,0,1,0,1
227,1,0,0,0,0,1,0,0,1,0,1
228,0,0,0,0,0,0,0,0,0,0,Normal
229,0,0,0,0,0,0,0,0,0,0,0
230,1,0,0,1,0,0,0,0,1,0,1
231,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0
233,2,1,0,0,0,0,0,0,1,0,1
234,0,0,0,0,0,0,0,0,0,0,0
235,1118770309,0,0,0,0,0,0,0,0,0,1
236,0,0,0,0,0,0,0,0,0,0,0
237,1,0,0,0,0,0,0,0,1,0,1
238,2,1,0,1,1,0,0,0,0,0,1
239,1,0,0,0,0,0,0,0,1,0,1
240,0,0,0,0,0,0,0,0,0,0,0
241,1,1,0,0,0,0,0,0,1,0,1
242,1,1,0,0,0,0,0,0,1,0,1
243,0,0,0,0,0,0,0,0,0,0,1
244,1,1,0,0,0,0,0,0,1,0,1
245,1,0,0,1,0,0,0,0,1,0,1
246,1,0,0,1,0,0,0,0,1,0,1
247,2,0,0,0,0,0,0,0,1,0,1
248,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0
251,1,0,0,1,0,0,0,0,1,0,1
252,2,2,0,1,0,0,0,0,1,0,1
253,0,0,0,0,0,0,0,0,0,0,0
254,1,0,0,1,0,0,0,0,1,0,1
255,1,0,0,1,0,0,0,0,1,0,1
256,1,1,0,0,0,0,0,0,1,0,1
257,2,1,0,0,0,0,0,0,1,0,1
258,0,0,0,0,0,0,0,0,0,0,0
259,1,1,0,0,0,0,0,0,1,0,1
260,1,1,0,0,0,0,0,0,1,0,1
261,2,1,0,0,0,0,0,0,1,0,1
262,1,1,0,0,0,0,0,0,1,0,1
263,1,1,0,0,0,0,0,0,1,0,1
264,2,1,0,1,1,1,0,0,1,0,1
265,1,0,0,1,0,0,0,0,1,0,1
266,0,0,0,0,0,0,0,0,1,0,1
267,0,0,0,0,0,0,0,0,0,0,0
268,2,0,0,0,0,0,0,0,1,0,1
269,0,0,0,0,0,0,0,0,0,0,0
270,2,1,0,1,0,0,0,0,0,1,0
271,0,0,0,0,0,0,0,0,0,0,1
272,2,0,0,0,0,0,0,0,1,0,1
273,1,1,0,0,0,0,0,0,1,0,1
274,2,1,0,0,0,0,0,0,1,0,1
275,1,1,0,0,0,0,0,0,1,0,1
276,0,0,0,0,0,0,0,0,0,0,1
277,1,0,0,1,0,0,0,0,1,0,1
278,0,0,0,0,0,0,0,0,0,0,0
279,2,1,0,0,0,0,0,0,1,0,1
280,0,0,0,0,0,0,0,0,0,0,1
281,2,0,0,0,0,0,0,0,1,0,1
282,1,1,0,1,0,0,0,0,0,0,0
283,1,0,0,1,0,0,0,0,1,0,1
284,1,1,0,0,0,0,0,0,1,0,1
285,2,1,0,0,0,0,0,0,1,0,1
286,1,0,0,0,0,0,0,0,1,0,1
287,0,0,0,0,0,0,0,0,1,0,1
288,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,1
290,0,0,0,0,0,0,0,0,0,0,1
291,1,0,0,1,0,0,0,0,1,0,1
292,0,0,0,0,0,0,0,0,0,0,0
293,1,2,0,1,1,0,0,0,1,0,1
294,2,1,0,0,0,0,0,0,1,0,1
295,1,0,0,1,0,0,0,0,1,0,1
296,0,0,0,0,0,0,0,0,0,0,0
297,1,0,0,1,0,0,0,0,1,0,1
298,0,0,0,0,0,0,0,0,0,0,Normal
299,1,1,0,0,0,0,0,0,1,0,1
300,2,0,0,0,0,0,0,0,1,0,1
301,0,0,0,0,0,0,0,0,0,0,0
302,2,0,0,0,0,0,0,0,1,0,1
303,2,0,0,0,0,0,0,0,1,0,1
304,1,1,0,0,0,0,0,0,1,0,1
305,0,0,0,0,0,0,0,0,0,0,0
306,1,1,0,0,0,0,0,0,1,0,1
307,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0
310,2,0,0,0,0,0,0,0,1,0,1
311,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0,1
314,0,0,0,0,0,0,0,0,0,0,0
315,1,1,0,0,0,0,0,0,1,0,1
316,1,1,0,0,0,0,0,0,1,0,1
317,1,0,0,1,0,0,0,0,1,0,1
318,2,0,0,0,0,0,0,0,1,0,1
319,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0
321,1,0,0,0,0,0,0,0,1,0,1
322,2,1,0,0,0,0,0,0,1,0,1
323,1,0,0,1,0,1,0,0,1,1,0
324,2,0,0,0,0,0,0,0,1,0,0
325,0,0,0,0,0,0,0,0,0,0,Normal
326,0,0,0,0,0,0,0,0,1,0,1
327,2,1,0,0,0,0,0,0,1,0,1
328,2,2,0,0,0,0,0,0,1,0,1
329,2,1,0,0,0,0,0,0,1,0,1
330,2,1,0,0,0,0,0,0,1,0,1
331,1,1,1,1,1,1,1,1,1,1,1
332,0,0,0,0,0,0,0,0,0,0,1
333,1,1,0,0,0,0,0,0,1,0,1
334,4,4,0,0,0,0,0,0,1,0,1
335,2,1,0,0,0,0,0,0,1,0,1
336,1,1,0,0,0,0,0,0,1,0,1
337,1,1,0,0,0,0,0,0,1,0,1
338,1,0,0,1,0,0,0,0,1,0,1
339,2,2,0,2,0,0,0,0,1,0,1
340,1,1,0,0,0,0,0,0,1,0,1
341,1,1,0,0,0,1,0,0,1,0,1
342,0,0,0,0,0,0,0,0,0,0,Normal
343,1,1,0,0,0,0,0,0,1,0,1
344,1,0,0,0,0,0,0,0,1,0,1
345,2,0,0,1,0,0,0,0,1,0,1
346,0,0,0,0,0,0,0,0,0,0,0
347,1,1,0,0,0,0,0,0,1,0,1
348,1,0,1,0,0,0,0,0,1,0,1
349,1,0,1,1,0,0,0,0,0,0,1
350,0,0,0,1,0,0,0,0,0,1,0
351,1,0,0,1,0,0,0,0,1,0,0
352,0,0,0,1,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0,1
354,0,0,1,1,0,0,0,0,1,0,0
355,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,1,0,1
357,0,0,0,0,0,0,0,0,0,0,Normal
358,1,0,1,1,1,0,1,0,0,0,0
359,0,0,0,1,0,1,0,0,1,0,1
360,0,0,0,0,0,0,0,0,0,0,0
361,1,0,1,2,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0,Normal
363,1,0,0,0,0,0,1,0,1,0,0
364,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0
366,1,0,0,1,0,0,0,0,1,0,0
367,0,0,0,1,0,0,1,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0,Normal
369,0,0,0,0,0,0,0,0,0,0,Normal
370,0,0,0,0,0,0,0,0,0,0,Normal
371,0,0,0,0,0,0,0,0,0,0,Normal
372,0,0,1,1,0,0,1,0,0,0,1
373,0,0,0,0,0,0,0,0,0,0,Normal
374,0,1,0,1,0,0,0,0,1,0,0
375,0,0,0,0,0,0,0,0,0,0,1
376,0,0,0,0,0,0,0,0,0,0,0
377,0,1,1,0,0,0,0,0,1,0,0
378,1,0,0,1,0,0,0,0,1,0,0
379,1,0,0,1,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,1,0,0,1,0,0,0,0
382,1,0,0,1,0,0,0,0,0,0,0
383,1,0,0,0,1,0,0,0,1,0,1
384,0,0,0,1,0,0,0,0,1,0,0
385,1,0,0,0,0,0,0,0,0,1,1
386,0,0,0,1,1,0,0,0,0,0,0
387,0,0,0,1,0,0,0,0,1,0,0
388,0,0,0,1,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,1
391,0,1,0,0,0,0,0,0,1,0,0
392,0,0,0,1,0,0,1,0,0,0,0
393,0,0,0,1,0,0,1,0,0,0,0
394,0,0,0,2,2,0,0,0,0,0,0
395,0,0,1,1,0,0,0,0,0,0,0
396,1,0,0,1,0,1,0,1,0,0,0
397,0,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,1,1,0,0,1
399,1,1,0,1,0,0,0,0,0,0,0
400,0,0,0,0,0,0,1,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0,1
402,0,0,0,0,0,0,0,0,0,0,1
403,0,0,0,1,0,0,0,2,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0
405,0,0,0,1,1,0,0,0,0,0,0
406,1,0,0,1,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0
408,1,0,0,1,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,1
410,2,1,0,0,0,0,0,0,0,0,0
411,1,0,0,1,0,0,0,0,1,0,0
412,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,1,1,1,0,1
416,0,0,0,0,0,0,0,0,0,0,Normal
417,0,0,0,0,0,0,0,0,0,0,1
418,1,0,0,0,0,0,0,0,1,0,0
419,1,1,0,0,0,0,0,0,1,0,1
420,2,0,0,2,0,0,0,0,1,0,1
421,1,0,0,0,0,0,0,0,1,0,0
422,0,0,0,0,0,0,0,0,0,0,Normal
423,0,0,0,0,0,0,0,0,0,0,1
424,1,0,0,0,0,0,0,0,1,0,0
425,1,0,0,0,0,0,0,0,1,0,0
426,0,0,0,1,0,0,0,0,1,0,0
427,0,0,0,0,0,0,1,0,1,0,1
428,0,0,0,0,0,0,0,0,0,0,Normal
429,0,0,0,0,0,0,0,0,0,0,1
430,1,0,0,1,0,0,0,0,0,0,0
431,0,0,0,2,0,1,1,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0,1
433,1,0,0,1,0,0,1,0,1,0,0
434,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,1,0,1,1,0,0,0
436,1,0,0,0,0,0,0,0,1,0,1
437,0,0,0,0,0,1,1,0,1,0,1
438,0,0,0,0,0,0,0,0,0,0,1
439,1,1,0,0,0,0,0,0,1,0,1
440,1,1,0,0,0,0,0,0,1,0,1
441,0,0,0,0,0,0,0,0,0,0,1
442,0,0,0,0,0,0,0,0,0,0,Normal
443,0,0,0,1,0,1,0,0,1,0,0
444,0,0,0,0,0,0,0,0,0,0,1
445,0,1,0,0,0,0,0,0,1,0,1
446,0,0,0,0,0,0,0,0,0,0,1
447,0,0,0,0,0,0,0,0,0,0,Normal
448,1,1,0,1,0,0,0,0,1,0,1
449,0,1,0,1,0,0,0,0,0,0,0
450,1,0,0,1,0,0,0,0,1,0,1
451,0,0,0,0,0,0,0,0,1,0,1
452,0,0,0,0,0,0,0,0,0,0,1
453,0,0,0,1,0,0,0,0,1,0,1
454,1,1,0,0,0,0,0,0,0,0,0
455,1,0,0,1,1,0,0,0,0,0,1
456,0,0,0,0,0,0,0,0,0,0,Normal
457,0,0,0,0,0,0,0,0,0,0,Normal
458,3,1,0,0,0,0,1,11,0,0,0
459,2,1,0,0,0,0,0,0,1,0,1
460,0,0,0,1,0,1,1,0,1,0,1
461,0,0,0,0,0,0,0,0,1,0,1
462,1,1,0,0,0,0,0,0,1,0,1
463,0,0,0,0,0,0,0,0,1,0,1
464,1,0,0,1,0,0,0,0,1,0,1
465,1,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,1,0,0
467,0,0,0,1,0,0,0,0,1,0,1
468,0,0,0,0,0,100,0,0,0,0,0
469,1,0,0,0,0,0,0,0,1,0,1
470,1,0,0,1,0,0,0,0,1,0,1
471,2,1,0,0,0,0,0,0,1,0,0
472,0,0,0,0,0,0,0,0,1,0,1
473,0,0,0,1,0,0,0,0,1,0,0
474,2,0,1,1,0,0,1,0,1,0,0
475,1,1,0,0,0,0,0,0,1,0,1
476,1,1,0,0,0,0,0,0,1,0,1
477,1,0,0,1,0,0,0,0,1,0,1
478,0,0,0,0,0,0,0,0,1,0,1
479,0,0,0,1,0,0,0,0,0,0,0
480,0,0,0,1,1,0,0,0,0,0,1
481,0,0,0,1,0,1,0,0,1,0,1
482,0,0,0,1,0,1,0,0,1,0,1
483,1,0,0,1,0,0,0,0,1,0,0
484,2,0,0,1,0,0,1,0,1,0,0
485,2,0,0,0,0,0,0,0,1,0,1
486,1,0,0,1,0,0,0,0,1,0,1
487,1,0,0,0,0,0,0,0,1,0,1
488,1,0,0,0,0,0,0,0,1,0,1
489,0,0,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,1,0,1
491,1,0,0,0,0,0,0,0,1,0,1
492,1,0,0,0,0,0,0,0,1,0,1
493,0,0,0,0,0,0,0,0,0,0,0
494,2,1,0,0,0,0,0,0,1,0,0
495,1,0,0,0,0,0,0,0,1,0,1
496,1,1,0,0,0,0,0,0,1,0,1
497,1,0,0,1,0,0,0,0,1,0,1
498,1,0,0,0,0,0,1,1,0,0,0
499,3,1,0,0,0,0,0,0,1,0,0
500,0,0,0,1,0,0,0,1,1,0,1
501,1,1,0,0,0,0,0,0,1,0,1
502,1,0,0,0,0,1,0,0,1,0,1
503,0,0,0,0,0,0,0,0,1,0,1
504,1,0,0,0,0,0,0,0,1,0,1
505,1,0,0,0,0,0,0,0,1,0,1
506,0,0,0,0,0,0,0,0,1,0,1
507,0,0,0,0,0,0,0,0,1,0,1
508,2,0,0,0,0,0,1,0,1,0,0
509,0,0,0,1,1,1,1,0,1,0,0
510,1,0,0,0,0,0,0,0,1,0,0
511,0,0,0,0,0,0,0,0,1,0,1
512,2,0,0,1,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,1,0,1
514,1,0,0,0,0,0,0,0,1,0,0
515,1,0,0,1,0,0,0,0,1,0,1
516,0,0,0,0,0,0,0,0,0,0,0
517,2,0,1,1,0,0,0,0,1,0,1
518,1,0,0,0,0,0,0,0,1,0,0
519,1,1,0,1,1,0,0,0,0,0,0
520,1,0,0,1,0,0,0,0,0,0,1
521,1,0,0,0,0,0,0,0,1,0,0
522,1,1,0,1,0,1,0,0,0,0,0
523,1,0,0,1,0,0,0,0,1,0,0
524,0,0,0,0,0,0,0,0,0,0,0
525,1,0,0,0,0,0,0,0,1,0,1
526,0,0,0,1,0,0,0,0,1,0,1
527,0,0,1,1,0,0,0,0,1,0,1
528,1,0,0,0,0,0,0,0,1,0,1
529,0,0,2,2,0,0,0,0,0,0,1
530,0,0,0,1,0,1,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0,0
532,0,0,0,1,0,1,0,1,0,1,1
533,0,0,0,1,1,0,0,0,0,0,0
534,0,0,0,1,0,0,0,0,1,0,1
535,0,0,2,2,0,0,0,0,1,0,1
536,0,0,0,2,0,0,0,0,0,1,1
537,0,0,0,0,0,0,0,0,0,0,Normal
538,1,0,0,1,0,0,0,0,1,0,1
539,0,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,1,0,1
541,0,0,0,0,0,0,0,0,0,0,Normal
542,2,0,0,0,0,0,0,0,1,0,0
543,1,0,0,1,0,0,0,0,1,0,0
544,1,0,0,0,0,1,1,0,1,0,0
545,0,0,0,1,0,1,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,1
547,0,0,0,1,0,0,0,0,0,1,0
548,1,1,0,0,0,0,0,0,1,0,0
549,0,0,0,1,0,0,0,0,1,0,0
550,1,0,0,1,1,0,0,0,0,0,1
551,0,0,0,0,0,0,0,0,0,0,0
552,0,0,0,0,1,0,0,0,0,0,0
553,1,0,0,0,0,0,0,0,1,0,1
554,0,0,0,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0,0,0,0
556,1,0,0,0,0,0,0,0,0,0,0
557,1,0,0,1,0,0,0,0,0,0,0
558,1,0,0,0,0,0,0,1,1,0,0
559,0,0,1,1,0,0,0,0,0,0,0
560,1,0,0,0,0,0,0,0,1,0,1
561,1,0,0,1,0,0,0,0,1,0,1
562,1,0,0,1,0,0,0,0,1,0,0
563,1,0,1,1,0,0,0,0,1,0,0
564,0,0,0,1,1,0,0,0,1,0,1
565,2,1,0,0,0,0,0,0,1,0,1
566,0,0,0,0,0,0,0,0,0,0,Normal
567,0,0,0,0,0,0,0,0,0,0,0
568,1,0,0,0,0,0,0,0,1,0,0
569,1,0,0,0,0,0,0,0,1,0,1
570,1,0,0,1,0,0,0,0,1,0,1
571,0,0,0,1,0,0,0,0,1,0,1
572,0,0,0,0,0,0,0,0,0,0,0
573,1,0,0,1,0,0,0,0,0,0,0
574,0,0,0,1,2,0,0,0,0,1,0
575,0,0,0,1,0,0,0,0,0,0,0
576,2,0,0,0,0,0,0,0,1,0,0
577,0,0,0,1,0,0,0,1,0,0,0
